"protein","entry_name","description","family","gene_symbol","expression_tissue"
"Q13641","TPBG_HUMAN","Trophoblast glycoprotein (5T4 oncofetal antigen) (5T4 oncofetal trophoblast glycoprotein) (5T4 oncotrophoblast glycoprotein) (M6P1) (Wnt-activated inhibitory factor 1) (WAIF1)","Other TMP","TPBG","AD/BAT/BRN/EYE/GAT/HRT/KID/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"P0DKB5","TPBGL_HUMAN","Trophoblast glycoprotein-like","Other TMP","TPBGL","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"P07202","PERT_HUMAN","Thyroid peroxidase (TPO) (EC 1.11.1.8)","Other TMP","TPO",""
"Q86W33","TPRA1_HUMAN","Transmembrane protein adipocyte-associated 1 (Integral membrane protein GPR175) (Transmembrane protein 227)","Other TMP","TPRA1","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/PRS/SCAT/SKN/SPL/STM/TES/THM/UB"
"O60507","TPST1_HUMAN","Protein-tyrosine sulfotransferase 1 (EC 2.8.2.20) (Tyrosylprotein sulfotransferase 1) (TPST-1)","Other TMP","TPST1","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"O60704","TPST2_HUMAN","Protein-tyrosine sulfotransferase 2 (EC 2.8.2.20) (Tyrosylprotein sulfotransferase 2) (TPST-2)","Other TMP","TPST2","AD/BAT/EYE/GAT/HRT/KID/LIV/LUN/MAT/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"P56180","TPTE_HUMAN","Putative tyrosine-protein phosphatase TPTE (EC 3.1.3.48) (Cancer/testis antigen 44) (CT44) (Transmembrane phosphatase with tensin homology) (Tumor antigen BJ-HCC-5)","Other TMP","TPTE",""
"Q6XPS3","TPTE2_HUMAN","Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase TPTE2 (EC 3.1.3.67) (Lipid phosphatase TPIP) (TPTE and PTEN homologous inositol lipid phosphatase)","Other TMP","TPTE2",""
"A6NFA1","TIKI2_HUMAN","Metalloprotease TIKI2 (EC 3.4.-.-) (Heart, kidney and adipose-enriched transmembrane protein homolog) (TRAB domain-containing protein 2B)","Other TMP","TRABD2B","GAT/HRT/KID/LUN/SCAT"
"Q9Y228","T3JAM_HUMAN","TRAF3-interacting JNK-activating modulator (TRAF3-interacting protein 3)","Other TMP","TRAF3IP3","AD/BRN/EYE/MAT/PCR/SCAT/SIT/SPL/THM"
"Q8IXB3","TARG1_HUMAN","Trafficking regulator of GLUT4 1 (Dispanin subfamily B member 1) (DSPB1) (Interferon-induced transmembrane domain-containing protein D3) (Protein located at seventeen-p-thirteen point three 1) (Tumor suppressor candidate 5)","Other TMP","TRARG1","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q6PIZ9","TRAT1_HUMAN","T-cell receptor-associated transmembrane adapter 1 (T-cell receptor-interacting molecule) (TRIM) (pp29/30)","Other TMP","TRAT1","THM"
"Q13061","TRDN_HUMAN","Triadin","Other TMP","TRDN","BAT/EYE/GAT/HRT/LUN/SKM/PCR/PRS/SCAT/SKN/SPL/STM/THM/TON"
"Q9NP99","TREM1_HUMAN","Triggering receptor expressed on myeloid cells 1 (TREM-1) (Triggering receptor expressed on monocytes 1) (CD antigen CD354)","Other TMP","TREM1","SPL"
"Q9NZC2","TREM2_HUMAN","Triggering receptor expressed on myeloid cells 2 (TREM-2) (Triggering receptor expressed on monocytes 2)","Other TMP","TREM2","BRN/GAT/SKN/THM"
"Q86YW5","TRML1_HUMAN","Trem-like transcript 1 protein (TLT-1) (Triggering receptor expressed on myeloid cells-like protein 1)","Other TMP","TREML1","AD/BAT/EYE/GAT/HRT/LIV/LUN/MAT/PCR/PRS/SCAT/SKN/SPL/STM/THM/TON"
"Q5T2D2","TRML2_HUMAN","Trem-like transcript 2 protein (TLT-2) (Triggering receptor expressed on myeloid cells-like protein 2)","Other TMP","TREML2","SPL"
"Q9UKU6","TRHDE_HUMAN","Thyrotropin-releasing hormone-degrading ectoenzyme (TRH-DE) (TRH-degrading ectoenzyme) (EC 3.4.19.6) (Pyroglutamyl-peptidase II) (PAP-II) (TRH-specific aminopeptidase) (Thyroliberinase)","Other TMP","TRHDE","AD/BRN/EYE/GAT/MAT/SCAT/SKN/SPL/TON"
"Q7L0X0","TRIL_HUMAN","TLR4 interactor with leucine rich repeats (Leucine-rich repeat-containing protein KIAA0644)","Other TMP","TRIL","AD/BRN/EYE/KID/LUN/SKN/SPL/STM/UB"
"O60858","TRI13_HUMAN","E3 ubiquitin-protein ligase TRIM13 (EC 2.3.2.27) (B-cell chronic lymphocytic leukemia tumor suppressor Leu5) (Leukemia-associated protein 5) (Putative tumor suppressor RFP2) (RING finger protein 77) (RING-type E3 ubiquitin transferase TRIM13) (Ret finger protein 2) (Tripartite motif-containing protein 13)","Other TMP","TRIM13","AD/BAT/BRN/EYE/GAT/HRT/KID/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q8IWR1","TRI59_HUMAN","Tripartite motif-containing protein 59 (EC 2.3.2.27) (RING finger protein 104) (Tumor suppressor TSBF-1)","Other TMP","TRIM59","AD/BRN/EYE/LUN/MAT/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM"
"Q629K1","TRIQK_HUMAN","Triple QxxK/R motif-containing protein (Triple repetitive-sequence of QXXK/R protein homolog)","Other TMP","TRIQK","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q96NA8","TSNA1_HUMAN","t-SNARE domain-containing protein 1","Other TMP","TSNARE1",""
"O60635","TSN1_HUMAN","Tetraspanin-1 (Tspan-1) (Tetraspan NET-1) (Tetraspanin TM4-C)","Other TMP","TSPAN1","PRS"
"A1L157","TSN11_HUMAN","Tetraspanin-11 (Tspan-11)","Other TMP","TSPAN11","AD/BAT/BRN/EYE/GAT/HRT/LUN/MAT/PRS/SCAT/SKN/SIT/STM/TES/THM/TON/UB"
"O95859","TSN12_HUMAN","Tetraspanin-12 (Tspan-12) (Tetraspan NET-2) (Transmembrane 4 superfamily member 12)","Other TMP","TSPAN12","AD/BAT/GAT/KID/LIV/UB"
"O95857","TSN13_HUMAN","Tetraspanin-13 (Tspan-13) (Tetraspan NET-6) (Transmembrane 4 superfamily member 13)","Other TMP","TSPAN13","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/UB"
"Q8NG11","TSN14_HUMAN","Tetraspanin-14 (Tspan-14) (DC-TM4F2) (Transmembrane 4 superfamily member 14)","Other TMP","TSPAN14","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"O95858","TSN15_HUMAN","Tetraspanin-15 (Tspan-15) (Tetraspan NET-7) (Transmembrane 4 superfamily member 15)","Other TMP","TSPAN15","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q9UKR8","TSN16_HUMAN","Tetraspanin-16 (Tspan-16) (Tetraspanin TM4-B) (Transmembrane 4 superfamily member 16)","Other TMP","TSPAN16",""
"Q96FV3","TSN17_HUMAN","Tetraspanin-17 (Tspan-17) (F-box only protein 23) (Tetraspan protein SB134) (Transmembrane 4 superfamily member 17)","Other TMP","TSPAN17","LUN/TES"
"Q96SJ8","TSN18_HUMAN","Tetraspanin-18 (Tspan-18)","Other TMP","TSPAN18","AD/BAT/BRN/EYE/GAT/KID/LUN/MAT/PCR/PRS/SKN/SIT/SPL/STM/TES/THM/UB"
"O60636","TSN2_HUMAN","Tetraspanin-2 (Tspan-2) (Tetraspan NET-3)","Other TMP","TSPAN2","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"O60637","TSN3_HUMAN","Tetraspanin-3 (Tspan-3) (Tetraspanin TM4-A) (Transmembrane 4 superfamily member 8)","Other TMP","TSPAN3","AD/BAT/BRN/EYE/GAT/HRT/KID/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q12999","TSN31_HUMAN","Tetraspanin-31 (Tspan-31) (Sarcoma-amplified sequence)","Other TMP","TSPAN31","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q96QS1","TSN32_HUMAN","Tetraspanin-32 (Tspan-32) (Protein Phemx)","Other TMP","TSPAN32","MAT/SCAT/SPL/THM"
"Q86UF1","TSN33_HUMAN","Tetraspanin-33 (Tspan-33) (Penumbra) (hPen) (Proerythroblast new membrane)","Other TMP","TSPAN33","AD/BAT/BRN/EYE/GAT/KID/LIV/LUN/MAT/SKM/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON"
"O14817","TSN4_HUMAN","Tetraspanin-4 (Tspan-4) (Novel antigen 2) (NAG-2) (Transmembrane 4 superfamily member 7)","Other TMP","TSPAN4","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"P62079","TSN5_HUMAN","Tetraspanin-5 (Tspan-5) (Tetraspan NET-4) (Transmembrane 4 superfamily member 9)","Other TMP","TSPAN5","AD/BAT/BRN/EYE/GAT/HRT/KID/LUN/MAT/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"O43657","TSN6_HUMAN","Tetraspanin-6 (Tspan-6) (A15 homolog) (Putative NF-kappa-B-activating protein 321) (T245 protein) (Tetraspanin TM4-D) (Transmembrane 4 superfamily member 6)","Other TMP","TSPAN6","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"P41732","TSN7_HUMAN","Tetraspanin-7 (Tspan-7) (Cell surface glycoprotein A15) (Membrane component chromosome X surface marker 1) (T-cell acute lymphoblastic leukemia-associated antigen 1) (TALLA-1) (Transmembrane 4 superfamily member 2) (CD antigen CD231)","Other TMP","TSPAN7","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"P19075","TSN8_HUMAN","Tetraspanin-8 (Tspan-8) (Transmembrane 4 superfamily member 3) (Tumor-associated antigen CO-029)","Other TMP","TSPAN8","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"O75954","TSN9_HUMAN","Tetraspanin-9 (Tspan-9) (Tetraspan NET-5)","Other TMP","TSPAN9","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"A0A6I8PU40","TUG1_HUMAN","Taurine up-regulated 1 protein","Other TMP","TUG1",""
"A6NH52","TV23A_HUMAN","Golgi apparatus membrane protein TVP23 homolog A","Other TMP","TVP23A",""
"Q9NYZ1","TV23B_HUMAN","Golgi apparatus membrane protein TVP23 homolog B","Other TMP","TVP23B","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q96ET8","TV23C_HUMAN","Golgi apparatus membrane protein TVP23 homolog C","Other TMP","TVP23C",""
"Q6PKC3","TXD11_HUMAN","Thioredoxin domain-containing protein 11 (EF-hand-binding protein 1)","Other TMP","TXNDC11","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/UB"
"Q96J42","TXD15_HUMAN","Thioredoxin domain-containing protein 15","Other TMP","TXNDC15","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"P14679","TYRO_HUMAN","Tyrosinase (EC 1.14.18.1) (LB24-AB) (Monophenol monooxygenase) (SK29-AB) (Tumor rejection antigen AB)","Other TMP","TYR","EYE/SKN"
"O43914","TYOBP_HUMAN","TYRO protein tyrosine kinase-binding protein (DNAX-activation protein 12) (Killer-activating receptor-associated protein) (KAR-associated protein)","Other TMP","TYROBP","AD/GAT/LUN/MAT/SCAT/SPL/THM"
"P17643","TYRP1_HUMAN","5,6-dihydroxyindole-2-carboxylic acid oxidase (DHICA oxidase) (EC 1.14.18.-) (Catalase B) (Glycoprotein 75) (Melanoma antigen gp75) (Tyrosinase-related protein 1) (TRP) (TRP-1) (TRP1)","Other TMP","TYRP1","EYE/SKN"
"Q8NBM4","UBAC2_HUMAN","Ubiquitin-associated domain-containing protein 2 (UBA domain-containing protein 2) (Phosphoglycerate dehydrogenase-like protein 1)","Other TMP","UBAC2","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q9Y385","UB2J1_HUMAN","Ubiquitin-conjugating enzyme E2 J1 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme J1) (Non-canonical ubiquitin-conjugating enzyme 1) (NCUBE-1) (Yeast ubiquitin-conjugating enzyme UBC6 homolog E) (HsUBC6e)","Other TMP","UBE2J1","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q8N2K1","UB2J2_HUMAN","Ubiquitin-conjugating enzyme E2 J2 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme J2) (Non-canonical ubiquitin-conjugating enzyme 2) (NCUBE-2)","Other TMP","UBE2J2","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q9Y5Z9","UBIA1_HUMAN","UbiA prenyltransferase domain-containing protein 1 (EC 2.5.1.-) (EC 2.5.1.39) (Transitional epithelial response protein 1)","Other TMP","UBIAD1","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q6ZT12","UBR3_HUMAN","E3 ubiquitin-protein ligase UBR3 (EC 2.3.2.27) (N-recognin-3) (RING-type E3 ubiquitin transferase UBR3) (Ubiquitin-protein ligase E3-alpha-3) (Ubiquitin-protein ligase E3-alpha-III) (Zinc finger protein 650)","Other TMP","UBR3","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q5T4S7","UBR4_HUMAN","E3 ubiquitin-protein ligase UBR4 (EC 2.3.2.27) (600 kDa retinoblastoma protein-associated factor) (p600) (N-recognin-4) (Retinoblastoma-associated factor of 600 kDa) (RBAF600)","Other TMP","UBR4","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"O00124","UBXN8_HUMAN","UBX domain-containing protein 8 (Reproduction 8 protein) (Rep-8 protein) (UBX domain-containing protein 6)","Other TMP","UBXN8","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SIT/SPL/STM/TES/THM/UB"
"Q16739","CEGT_HUMAN","Ceramide glucosyltransferase (EC 2.4.1.80) (GLCT-1) (Glucosylceramide synthase) (GCS) (Glycosylceramide synthase) (UDP-glucose ceramide glucosyltransferase) (UDP-glucose:N-acylsphingosine D-glucosyltransferase)","Other TMP","UGCG","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"P22309","UD11_HUMAN","UDP-glucuronosyltransferase 1A1 (UGT1A1) (EC 2.4.1.17) (Bilirubin-specific UDPGT isozyme 1) (hUG-BR1) (UDP-glucuronosyltransferase 1-1) (UDPGT 1-1) (UGT1*1) (UGT1-01) (UGT1.1) (UDP-glucuronosyltransferase 1A isoform 1)","Other TMP","UGT1A1","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/PCR/SCAT/SKN/SIT/SPL/STM/THM/TON/UB"
"Q9HAW8","UD110_HUMAN","UDP-glucuronosyltransferase 1A10 (UGT1A10) (EC 2.4.1.17) (UDP-glucuronosyltransferase 1-10) (UDPGT 1-10) (UGT1*10) (UGT1-10) (UGT1.10) (UDP-glucuronosyltransferase 1-J) (UGT-1J) (UGT1J)","Other TMP","UGT1A10",""
"P35503","UD13_HUMAN","UDP-glucuronosyltransferase 1A3 (UGT1A3) (EC 2.4.1.17) (UDP-glucuronosyltransferase 1-3) (UDPGT 1-3) (UGT1*3) (UGT1-03) (UGT1.3) (UDP-glucuronosyltransferase 1-C) (UGT-1C) (UGT1C) (UDP-glucuronosyltransferase 1A isoform 3)","Other TMP","UGT1A3",""
"P22310","UD14_HUMAN","UDP-glucuronosyltransferase 1A4 (UGT1A4) (EC 2.4.1.17) (Bilirubin-specific UDPGT isozyme 2) (hUG-BR2) (UDP-glucuronosyltransferase 1-4) (UDPGT 1-4) (UGT1*4) (UGT1-04) (UGT1.4) (UDP-glucuronosyltransferase 1-D) (UGT-1D) (UGT1D)","Other TMP","UGT1A4",""
"P35504","UD15_HUMAN","UDP-glucuronosyltransferase 1A5 (UGT1A5) (EC 2.4.1.17) (UDP-glucuronosyltransferase 1-5) (UDPGT 1-5) (UGT1*5) (UGT1-05) (UGT1.5) (UDP-glucuronosyltransferase 1-E) (UGT-1E) (UGT1E)","Other TMP","UGT1A5",""
"P19224","UD16_HUMAN","UDP-glucuronosyltransferase 1A6 (UGT1A6) (EC 2.4.1.17) (Phenol-metabolizing UDP-glucuronosyltransferase) (UDP-glucuronosyltransferase 1-6) (UDPGT 1-6) (UGT1*6) (UGT1-06) (UGT1.6) (UDP-glucuronosyltransferase 1-F) (UGT-1F) (UGT1F)","Other TMP","UGT1A6","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q9HAW7","UD17_HUMAN","UDP-glucuronosyltransferase 1A7 (UGT1A7) (EC 2.4.1.17) (UDP-glucuronosyltransferase 1-7) (UDPGT 1-7) (UGT1*7) (UGT1-07) (UGT1.7) (UDP-glucuronosyltransferase 1-G) (UGT-1G) (UGT1G)","Other TMP","UGT1A7","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q9HAW9","UD18_HUMAN","UDP-glucuronosyltransferase 1A8 (UGT1A8) (EC 2.4.1.17) (UDP-glucuronosyltransferase 1-8) (UDPGT 1-8) (UGT1*8) (UGT1-08) (UGT1.8) (UDP-glucuronosyltransferase 1-H) (UGT-1H) (UGT1H)","Other TMP","UGT1A8",""
"O60656","UD19_HUMAN","UDP-glucuronosyltransferase 1A9 (UGT1A9) (EC 2.4.1.17) (UDP-glucuronosyltransferase 1-9) (UDPGT 1-9) (UGT1*9) (UGT1-09) (UGT1.9) (UDP-glucuronosyltransferase 1-I) (UGT-1I) (UGT1I) (lugP4)","Other TMP","UGT1A9","AD/BAT/BRN/EYE/GAT/KID/LIV/MAT/PCR/PRS/SCAT/SIT/SPL/STM"
"P0DTE4","UD2A1_HUMAN","UDP-glucuronosyltransferase 2A1 (UDPGT 2A1) (UGT2A1) (EC 2.4.1.17)","Other TMP","UGT2A1","BAT/BRN/EYE/GAT/HRT/LIV/MAT/PRS/SCAT/SKN/THM/TON/UB"
"P0DTE5","UD2A2_HUMAN","UDP-glucuronosyltransferase 2A2 (UDPGT 2A2) (EC 2.4.1.17)","Other TMP","UGT2A2","BRN/EYE/GAT/THM"
"Q6UWM9","UD2A3_HUMAN","UDP-glucuronosyltransferase 2A3 (UDPGT 2A3) (EC 2.4.1.17)","Other TMP","UGT2A3","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/PCR/SCAT/SKN/SIT/SPL/STM/TON/UB"
"P36537","UDB10_HUMAN","UDP-glucuronosyltransferase 2B10 (UDPGT 2B10) (EC 2.4.1.17)","Other TMP","UGT2B10",""
"O75310","UDB11_HUMAN","UDP-glucuronosyltransferase 2B11 (UDPGT 2B11) (EC 2.4.1.17)","Other TMP","UGT2B11",""
"P54855","UDB15_HUMAN","UDP-glucuronosyltransferase 2B15 (UDPGT 2B15) (UGT2B15) (EC 2.4.1.17) (HLUG4) (UDP-glucuronosyltransferase 2B8) (UDPGT 2B8) (UDPGTh-3)","Other TMP","UGT2B15",""
"Q9BY64","UDB28_HUMAN","UDP-glucuronosyltransferase 2B28 (UDPGT 2B28) (UGT2B28) (EC 2.4.1.17)","Other TMP","UGT2B28",""
"P16662","UD2B7_HUMAN","UDP-glucuronosyltransferase 2B7 (UDPGT 2B7) (UGT2B7) (EC 2.4.1.17) (3,4-catechol estrogen-specific UDPGT) (UDP-glucuronosyltransferase 2B9) (UDPGT 2B9) (UDPGTh-2)","Other TMP","UGT2B7",""
"Q6NUS8","UD3A1_HUMAN","UDP-glucuronosyltransferase 3A1 (UDPGT 3A1) (EC 2.4.1.17)","Other TMP","UGT3A1","AD/EYE/KID/LIV/MAT/SPL/UB"
"Q3SY77","UD3A2_HUMAN","UDP-glucuronosyltransferase 3A2 (UDPGT 3A2) (EC 2.4.1.17)","Other TMP","UGT3A2","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SPL/STM/TES/TON/UB"
"Q16880","CGT_HUMAN","2-hydroxyacylsphingosine 1-beta-galactosyltransferase (EC 2.4.1.47) (Ceramide UDP-galactosyltransferase) (Cerebroside synthase) (UDP-galactose-ceramide galactosyltransferase)","Other TMP","UGT8","BRN/EYE/KID/LUN/SCAT/SKN/STM/TES/TON"
"Q5DID0","UROL1_HUMAN","Uromodulin-like 1 (Olfactorin)","Other TMP","UMODL1","HRT"
"Q53HI1","UNC50_HUMAN","Protein unc-50 homolog (Periodontal ligament-specific protein 22) (PDLs22) (Protein GMH1 homolog) (hGMH1) (Uncoordinated-like protein)","Other TMP","UNC50","TES"
"Q6ZN44","UNC5A_HUMAN","Netrin receptor UNC5A (Protein unc-5 homolog 1) (Protein unc-5 homolog A)","Other TMP","UNC5A","AD/BRN/EYE/GAT/HRT/MAT/PCR/SCAT/SKN/SPL/TES/THM/UB"
"Q8IZJ1","UNC5B_HUMAN","Netrin receptor UNC5B (Protein unc-5 homolog 2) (Protein unc-5 homolog B) (p53-regulated receptor for death and life protein 1) (p53RDL1)","Other TMP","UNC5B","AD/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/PRS/SCAT/SKN/SIT/SPL/STM/THM/UB"
"O95185","UNC5C_HUMAN","Netrin receptor UNC5C (Protein unc-5 homolog 3) (Protein unc-5 homolog C)","Other TMP","UNC5C","AD/BRN/EYE/KID/LUN/MAT/SCAT/SIT/SPL/THM/UB"
"Q8IV45","UN5CL_HUMAN","UNC5C-like protein (Protein unc-5 homolog C-like) (ZU5 and death domain-containing protein)","Other TMP","UNC5CL","GAT/PRS/SIT/STM"
"Q6UXZ4","UNC5D_HUMAN","Netrin receptor UNC5D (Protein unc-5 homolog 4) (Protein unc-5 homolog D)","Other TMP","UNC5D","BRN"
"Q9P2D8","UNC79_HUMAN","Protein unc-79 homolog","Other TMP","UNC79","AD/BRN/EYE"
"Q8N2C7","UNC80_HUMAN","Protein unc-80 homolog","Other TMP","UNC80","AD/BAT/BRN/EYE/GAT/HRT/LIV/LUN/MAT/PCR/PRS/SCAT/SKN/SIT/SPL/TES/THM/TON/UB"
"Q86WB7","UN93A_HUMAN","Protein unc-93 homolog A (HmUnc-93A) (Unc-93A)","Other TMP","UNC93A","GAT/MAT/SKN/SIT/TES"
"Q9H1C4","UN93B_HUMAN","Protein unc-93 homolog B1 (Unc-93B1) (hUNC93B1)","Other TMP","UNC93B1","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"O00322","UPK1A_HUMAN","Uroplakin-1a (UP1a) (Tetraspanin-21) (Tspan-21) (Uroplakin Ia) (UPIa) (UPKa)","Other TMP","UPK1A","AD/EYE/GAT/KID/LIV/LUN/MAT/PRS/THM/UB"
"O75841","UPK1B_HUMAN","Uroplakin-1b (UP1b) (Tetraspanin-20) (Tspan-20) (Uroplakin Ib) (UPIb)","Other TMP","UPK1B","AD/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"O00526","UPK2_HUMAN","Uroplakin-2 (UP2) (Uroplakin II) (UPII)","Other TMP","UPK2","AD/EYE/KID/LUN/PRS/THM/UB"
"O75631","UPK3A_HUMAN","Uroplakin-3a (UP3a) (Uroplakin III) (UPIII)","Other TMP","UPK3A","AD/EYE/PRS/THM/UB"
"B0FP48","UPK3L_HUMAN","Uroplakin-3b-like protein 1","Other TMP","UPK3BL1","EYE/PCR/PRS/THM/UB"
"Q6UW78","UQCC3_HUMAN","Ubiquinol-cytochrome-c reductase complex assembly factor 3 (Assembly factor CBP4 homolog)","Other TMP","UQCC3","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
"Q4G0I0","UQCC4_HUMAN","Ubiquinol-cytochrome c reductase complex assembly factor 4 (Protein CCSMST1)","Other TMP","UQCC4",""
"Q8WVI0","UQCC5_HUMAN","Ubiquinol-cytochrome c reductase complex assembly factor 5 (Small integral membrane protein 4)","Other TMP","UQCC5",""
"Q69YU5","UQCC6_HUMAN","Ubiquinol-cytochrome c reductase complex assembly factor 6 (Protein BRAWNIN)","Other TMP","UQCC6",""
"O75445","USH2A_HUMAN","Usherin (Usher syndrome type IIa protein) (Usher syndrome type-2A protein)","Other TMP","USH2A","BAT/BRN/EYE/GAT/HRT/LUN/MAT/SCAT/STM"
"O94966","UBP19_HUMAN","Ubiquitin carboxyl-terminal hydrolase 19 (EC 3.4.19.12) (Deubiquitinating enzyme 19) (Ubiquitin thioesterase 19) (Ubiquitin-specific-processing protease 19) (Zinc finger MYND domain-containing protein 9)","Other TMP","USP19","AD/BAT/BRN/EYE/GAT/HRT/KID/LIV/LUN/MAT/SKM/PCR/PRS/SCAT/SKN/SIT/SPL/STM/TES/THM/TON/UB"
